order_id,customer_id,sales_rep_id,order_date,ship_date,ship_mode,order_status,payment_method,country,city,region,order_total
3533,3120,8,2024-07-31,2024-08-05,Express,Processing,PayPal,Canada,Vancouver,North America,1722.26
3534,2828,7,2025-11-24,2025-11-25,Express,Cancelled,Credit Card,Philippines,Caloocan,APAC,1634.09
3535,7546,7,2023-10-11,2023-10-20,Standard,Delivered,Credit Card,India,Delhi,APAC,1609.63
3536,2117,13,2026-05-28,2026-05-31,Standard,Cancelled,PayPal,USA,Los Angeles,North America,6342.45
3537,6817,2,2023-12-08,2023-12-17,Same Day,Delivered,PayPal,India,Kolkata,APAC,306.98
3538,1467,6,2026-02-07,2026-02-10,Economy,Shipped,PayPal,Australia,Brisbane,APAC,5483.92
3539,3264,8,2023-07-27,2023-08-02,Express,Delivered,Bank Transfer,USA,Austin,North America,4717.14
3540,4501,18,2023-09-27,2023-10-07,Economy,Cancelled,PayPal,UK,Birmingham,Europe,2763.56
3541,7069,18,2026-05-13,2026-05-20,Standard,Delivered,Credit Card,UK,Birmingham,Europe,9665.33
3542,6835,19,2025-08-13,2025-08-21,Standard,Delivered,Buy Now Pay Later,UK,Glasgow,Europe,4319.02
3543,935,6,2025-01-17,2025-01-19,Same Day,Delivered,Credit Card,Philippines,Makati,APAC,17561.14
3544,3990,12,2023-05-15,2023-05-25,Standard,Cancelled,Credit Card,USA,Chicago,North America,552.03
3545,3163,19,2023-10-29,2023-11-05,Express,Processing,GCash,UK,Leeds,Europe,676.89
3546,4562,16,2023-11-19,2023-11-20,Standard,Shipped,Debit Card,UK,Edinburgh,Europe,2845.32
3547,2916,3,2024-03-19,2024-03-20,Standard,Shipped,Debit Card,Australia,Perth,APAC,4196.46
3548,5053,5,2023-01-12,2023-01-18,Standard,Returned,Bank Transfer,India,Hyderabad,APAC,20434.87
3549,1911,9,2026-01-03,2026-01-08,Express,Delivered,PayPal,USA,Los Angeles,North America,2218.56
3550,6381,2,2025-09-13,2025-09-23,Economy,Processing,Debit Card,Philippines,Manila,APAC,9402.5
3551,7510,12,2023-03-18,2023-03-20,Standard,Delivered,Debit Card,USA,Austin,North America,5310.33
3552,1786,14,2024-04-23,2024-04-28,Standard,Delivered,PayPal,USA,Phoenix,North America,2442.97
3553,4373,13,2025-06-21,2025-06-26,Standard,Returned,Bank Transfer,USA,Austin,North America,582.51
3554,3360,2,2025-04-04,2025-04-14,Standard,Delivered,Credit Card,Philippines,Cebu,APAC,7370.56
3555,7530,2,2023-07-05,2023-07-13,Standard,Processing,Bank Transfer,Australia,Melbourne,APAC,7691.27
3556,4328,11,2025-01-23,2025-01-26,Standard,Delivered,GCash,USA,Los Angeles,North America,3866.57
3557,7668,3,2025-11-14,2025-11-21,Express,Delivered,Credit Card,Philippines,Taguig,APAC,13673.04
3558,2821,8,2026-04-01,2026-04-09,Standard,Cancelled,Credit Card,USA,Phoenix,North America,6768.34
3559,1805,4,2025-05-14,2025-05-24,Economy,Delivered,Credit Card,Philippines,Davao,APAC,2836.7
3560,7558,2,2026-02-21,2026-02-22,Economy,Delivered,Credit Card,Australia,Gold Coast,APAC,448.32
3561,5598,13,2023-08-08,2023-08-15,Standard,Cancelled,Buy Now Pay Later,USA,New York,North America,2864.98
3562,238,2,2023-06-06,2023-06-13,Economy,Cancelled,Bank Transfer,India,Bangalore,APAC,768.62
3563,6453,5,2024-10-30,2024-11-07,Express,Cancelled,GCash,India,Kolkata,APAC,7908.74
3564,4155,3,2026-02-28,2026-03-01,Standard,Delivered,Bank Transfer,India,Mumbai,APAC,12657.69
3565,2433,19,2026-03-04,2026-03-05,Economy,Delivered,Bank Transfer,UK,Leeds,Europe,15741.52
3566,3896,4,2024-10-02,2024-10-10,Standard,Processing,Credit Card,Australia,Adelaide,APAC,6154.74
3567,7122,17,2024-08-31,2024-09-09,Economy,Cancelled,Bank Transfer,UK,London,Europe,6471.21
3568,3294,11,2024-01-07,2024-01-10,Express,Shipped,Credit Card,USA,Chicago,North America,301.03
3569,7350,1,2024-12-24,2024-12-26,Standard,Delivered,Credit Card,Philippines,Manila,APAC,17084.96
3570,2638,1,2023-08-01,2023-08-07,Standard,Delivered,Credit Card,Australia,Adelaide,APAC,812.24
3571,6361,4,2023-09-21,2023-09-28,Express,Delivered,PayPal,India,Chennai,APAC,725.64
3572,1671,17,2023-10-07,2023-10-14,Standard,Delivered,PayPal,UK,London,Europe,7024.41
3573,7711,1,2023-06-21,2023-06-25,Standard,Delivered,Bank Transfer,Philippines,Quezon City,APAC,4800.78
3574,4023,2,2025-11-07,2025-11-16,Express,Delivered,Debit Card,India,Mumbai,APAC,9741.88
3575,6398,6,2024-01-31,2024-02-02,Express,Delivered,Bank Transfer,Philippines,Cebu,APAC,2005.0
3576,2846,13,2024-01-22,2024-01-24,Economy,Cancelled,PayPal,USA,Seattle,North America,677.67
3577,6368,6,2024-01-28,2024-02-03,Economy,Processing,Credit Card,Australia,Perth,APAC,15879.35
3578,2467,9,2025-05-14,2025-05-18,Express,Processing,Debit Card,USA,Chicago,North America,19160.0
3579,6404,11,2026-01-05,2026-01-06,Economy,Processing,GCash,USA,Chicago,North America,12658.89
3580,492,13,2025-07-19,2025-07-29,Economy,Shipped,PayPal,USA,Chicago,North America,7268.8
3581,2706,13,2024-07-19,2024-07-27,Standard,Delivered,Bank Transfer,USA,Phoenix,North America,8233.28
3582,128,1,2023-08-19,2023-08-26,Express,Processing,Debit Card,Australia,Perth,APAC,200.59
3583,905,1,2024-04-30,2024-05-06,Economy,Delivered,PayPal,Australia,Hobart,APAC,1325.15
3584,7357,1,2025-08-27,2025-09-04,Express,Shipped,Credit Card,Philippines,Quezon City,APAC,6181.8
3585,6868,19,2024-09-25,2024-09-26,Express,Delivered,Bank Transfer,UK,Glasgow,Europe,1194.35
3586,6912,2,2024-08-31,2024-09-04,Standard,Delivered,PayPal,India,Chennai,APAC,15103.57
3587,1921,13,2026-05-20,2026-05-30,Economy,Shipped,Credit Card,USA,Seattle,North America,19050.57
3588,2353,12,2023-04-11,2023-04-12,Express,Cancelled,Credit Card,Canada,Calgary,North America,1373.36
3589,4597,13,2023-04-15,2023-04-24,Standard,Delivered,Credit Card,USA,Houston,North America,502.6
3590,5192,20,2023-10-23,2023-10-30,Same Day,Delivered,Credit Card,UK,Leeds,Europe,9511.63
3591,363,15,2025-05-31,2025-06-10,Standard,Delivered,Bank Transfer,UK,Bristol,Europe,6279.65
3592,82,10,2025-12-26,2025-12-28,Standard,Delivered,Credit Card,USA,Chicago,North America,2279.37
3593,3149,19,2024-07-03,2024-07-04,Express,Processing,Credit Card,UK,Glasgow,Europe,677.76
3594,6644,1,2024-10-18,2024-10-20,Express,Delivered,Debit Card,Australia,Hobart,APAC,17178.64
3595,6200,7,2025-01-05,2025-01-09,Standard,Delivered,Debit Card,Australia,Melbourne,APAC,8649.4
3596,4150,6,2025-12-27,2025-12-31,Standard,Delivered,Bank Transfer,India,Pune,APAC,612.54
3597,1960,4,2026-05-08,2026-05-17,Express,Delivered,Credit Card,Australia,Perth,APAC,257.63
3598,3692,14,2024-07-13,2024-07-19,Express,Delivered,Credit Card,USA,New York,North America,7519.73
3599,178,1,2025-09-27,2025-10-03,Standard,Delivered,PayPal,India,Chennai,APAC,13131.24
3600,6247,5,2026-02-23,2026-03-05,Standard,Delivered,Credit Card,India,Pune,APAC,1889.6
3601,4145,1,2026-05-22,2026-05-23,Economy,Processing,Bank Transfer,India,Bangalore,APAC,360.56
3602,5726,4,2024-11-13,2024-11-15,Economy,Processing,Credit Card,Philippines,Pasig,APAC,16203.85
3603,611,4,2024-01-09,2024-01-11,Economy,Delivered,Buy Now Pay Later,Philippines,Davao,APAC,1174.05
3604,727,5,2025-02-25,2025-03-07,Same Day,Delivered,Credit Card,Philippines,Caloocan,APAC,4176.83
3605,3595,11,2023-05-31,2023-06-08,Express,Cancelled,Buy Now Pay Later,USA,New York,North America,3416.23
3606,4560,5,2025-08-16,2025-08-18,Economy,Delivered,Bank Transfer,India,Hyderabad,APAC,285.83
3607,7743,2,2026-05-19,2026-05-28,Economy,Delivered,PayPal,India,Kolkata,APAC,10507.03
3608,4402,8,2025-06-19,2025-06-23,Express,Delivered,Debit Card,USA,Chicago,North America,713.24
3609,5306,4,2024-08-30,2024-09-06,Standard,Delivered,Credit Card,India,Delhi,APAC,197.76
3610,6071,1,2023-01-31,2023-02-06,Economy,Delivered,Credit Card,Philippines,Caloocan,APAC,4814.32
3611,7008,12,2023-03-13,2023-03-18,Standard,Shipped,Credit Card,USA,Houston,North America,227.59
3612,4894,7,2024-03-31,2024-04-09,Standard,Delivered,Credit Card,Australia,Gold Coast,APAC,1802.99
3613,5616,2,2024-01-15,2024-01-24,Standard,Delivered,Credit Card,India,Ahmedabad,APAC,6692.72
3614,1829,11,2025-08-11,2025-08-16,Standard,Delivered,Credit Card,USA,New York,North America,3028.32
3615,4632,3,2024-12-23,2024-12-26,Express,Processing,PayPal,India,Kolkata,APAC,552.24
3616,7619,13,2023-07-05,2023-07-10,Standard,Shipped,Credit Card,Canada,Montreal,North America,11266.16
3617,5271,17,2024-08-29,2024-09-07,Standard,Delivered,Buy Now Pay Later,UK,Bristol,Europe,1245.32
3618,6432,5,2023-03-22,2023-03-25,Express,Returned,Bank Transfer,Philippines,Taguig,APAC,2211.85
3619,3790,12,2024-02-26,2024-03-01,Express,Cancelled,Credit Card,USA,Seattle,North America,14385.76
3620,4595,16,2024-10-07,2024-10-11,Standard,Shipped,Buy Now Pay Later,UK,Birmingham,Europe,11729.87
3621,3696,7,2024-01-01,2024-01-02,Express,Delivered,PayPal,India,Bangalore,APAC,15795.74
3622,6641,6,2026-05-25,2026-05-31,Standard,Delivered,Credit Card,Philippines,Pasig,APAC,1498.0
3623,5691,4,2023-05-05,2023-05-09,Economy,Delivered,Debit Card,Philippines,Manila,APAC,10105.86
3624,216,9,2023-06-24,2023-06-29,Standard,Processing,Bank Transfer,USA,New York,North America,21525.38
3625,598,5,2023-05-22,2023-05-25,Express,Delivered,Debit Card,Philippines,Manila,APAC,5983.1
3626,829,2,2024-04-05,2024-04-07,Economy,Delivered,Credit Card,India,Chennai,APAC,3379.5
3627,3820,20,2024-02-19,2024-02-27,Standard,Shipped,Credit Card,UK,Leeds,Europe,2831.76
3628,7731,6,2025-06-11,2025-06-21,Standard,Delivered,PayPal,India,Bangalore,APAC,153.53
3629,5748,11,2025-12-25,2025-12-27,Express,Delivered,PayPal,USA,Phoenix,North America,12765.24
3630,5809,2,2023-12-22,2023-12-23,Standard,Delivered,Buy Now Pay Later,Philippines,Quezon City,APAC,17986.37
3631,1508,14,2025-07-21,2025-07-25,Standard,Delivered,Credit Card,USA,New York,North America,845.49
3632,4080,2,2024-09-08,2024-09-14,Express,Delivered,Bank Transfer,Australia,Gold Coast,APAC,7365.75
3633,5196,20,2024-12-16,2024-12-17,Express,Shipped,PayPal,UK,Glasgow,Europe,2997.3
3634,4440,14,2025-11-22,2025-11-28,Standard,Delivered,Credit Card,USA,Austin,North America,12055.98
3635,5712,8,2023-05-06,2023-05-14,Economy,Delivered,PayPal,USA,Phoenix,North America,7984.1
3636,1556,1,2023-01-01,2023-01-03,Express,Delivered,Credit Card,India,Pune,APAC,293.14
3637,5507,5,2023-02-02,2023-02-05,Express,Delivered,Bank Transfer,India,Bangalore,APAC,611.08
3638,3005,4,2023-10-21,2023-10-29,Standard,Delivered,Credit Card,Australia,Melbourne,APAC,4689.96
3639,7364,7,2023-02-18,2023-02-23,Standard,Shipped,Credit Card,India,Bangalore,APAC,2302.68
3640,1283,5,2026-04-01,2026-04-07,Economy,Delivered,Bank Transfer,Philippines,Taguig,APAC,6815.62
3641,644,4,2024-02-09,2024-02-11,Standard,Delivered,Credit Card,India,Chennai,APAC,3526.76
3642,863,4,2024-12-05,2024-12-06,Economy,Delivered,GCash,India,Bangalore,APAC,259.06
3643,6629,19,2023-12-22,2023-12-26,Standard,Delivered,PayPal,UK,Leeds,Europe,936.86
3644,3594,19,2025-08-29,2025-09-04,Economy,Delivered,PayPal,UK,Liverpool,Europe,477.24
3645,3107,8,2023-02-22,2023-03-01,Standard,Delivered,Credit Card,Canada,Edmonton,North America,123.0
3646,6555,10,2023-10-20,2023-10-26,Standard,Delivered,Bank Transfer,Canada,Edmonton,North America,7390.1
3647,3030,9,2024-03-20,2024-03-21,Economy,Delivered,PayPal,USA,Los Angeles,North America,183.62
3648,206,4,2023-01-29,2023-02-02,Express,Delivered,Credit Card,India,Ahmedabad,APAC,2317.44
3649,209,2,2023-09-10,2023-09-15,Economy,Returned,Bank Transfer,India,Delhi,APAC,1919.65
3650,2813,7,2024-04-30,2024-05-03,Standard,Delivered,Bank Transfer,Philippines,Cebu,APAC,8710.59
3651,4999,13,2025-11-04,2025-11-07,Economy,Cancelled,Credit Card,USA,Los Angeles,North America,10834.5
3652,7430,6,2024-10-03,2024-10-04,Economy,Delivered,Credit Card,Philippines,Pasig,APAC,4426.52
3653,1312,2,2023-02-11,2023-02-13,Standard,Processing,Bank Transfer,Philippines,Pasig,APAC,522.36
3654,5827,4,2026-05-23,2026-05-31,Express,Delivered,Bank Transfer,Philippines,Cebu,APAC,1321.85
3655,1755,2,2023-12-02,2023-12-05,Economy,Delivered,Buy Now Pay Later,India,Bangalore,APAC,842.67
3656,1237,1,2024-03-28,2024-03-30,Standard,Processing,Credit Card,Philippines,Pasig,APAC,26707.45
3657,5891,9,2026-03-27,2026-03-28,Standard,Delivered,GCash,USA,New York,North America,1618.7
3658,3311,1,2024-10-15,2024-10-24,Standard,Cancelled,Credit Card,Philippines,Makati,APAC,6625.4
3659,3042,7,2023-03-08,2023-03-11,Standard,Delivered,Credit Card,Australia,Adelaide,APAC,27368.15
3660,6112,19,2025-12-23,2025-12-27,Economy,Delivered,Debit Card,UK,Liverpool,Europe,8862.88
3661,1184,7,2023-07-02,2023-07-11,Express,Delivered,Credit Card,Australia,Hobart,APAC,570.45
3662,7465,14,2024-05-04,2024-05-12,Economy,Processing,Bank Transfer,USA,New York,North America,1890.47
3663,3048,7,2025-08-07,2025-08-10,Standard,Delivered,Credit Card,Australia,Brisbane,APAC,6971.34
3664,1522,12,2024-11-21,2024-11-27,Express,Shipped,Credit Card,Canada,Winnipeg,North America,2220.7
3665,2226,6,2025-07-21,2025-07-22,Express,Delivered,Credit Card,Australia,Sydney,APAC,34282.08
3666,2455,12,2023-07-24,2023-07-27,Express,Processing,Bank Transfer,Canada,Montreal,North America,702.68
3667,4105,13,2024-01-24,2024-01-25,Same Day,Delivered,Buy Now Pay Later,USA,Dallas,North America,3940.23
3668,3761,8,2024-12-26,2024-12-28,Express,Delivered,PayPal,Canada,Winnipeg,North America,14955.92
3669,4008,7,2023-07-07,2023-07-08,Standard,Cancelled,Bank Transfer,Philippines,Taguig,APAC,20530.34
3670,2940,8,2024-09-23,2024-09-26,Standard,Returned,Bank Transfer,Canada,Toronto,North America,423.12
3671,3031,7,2025-08-20,2025-08-22,Standard,Delivered,GCash,Australia,Adelaide,APAC,31183.11
3672,1671,18,2023-11-02,2023-11-11,Economy,Delivered,GCash,UK,London,Europe,463.45
3673,2353,10,2024-12-06,2024-12-11,Express,Delivered,PayPal,Canada,Calgary,North America,134.49
3674,6920,16,2025-05-12,2025-05-15,Express,Delivered,Credit Card,UK,Birmingham,Europe,6346.63
3675,2269,7,2024-02-19,2024-02-26,Economy,Delivered,Bank Transfer,Australia,Perth,APAC,593.02
3676,1641,8,2025-06-08,2025-06-16,Standard,Delivered,Credit Card,Canada,Ottawa,North America,174.46
3677,4213,14,2023-12-03,2023-12-12,Express,Delivered,PayPal,USA,Los Angeles,North America,17141.63
3678,3267,4,2023-02-25,2023-02-27,Standard,Delivered,PayPal,Australia,Perth,APAC,8218.42
3679,1977,17,2026-05-25,2026-05-31,Express,Delivered,Credit Card,UK,Birmingham,Europe,11509.75
3680,5159,12,2024-05-25,2024-05-27,Standard,Delivered,GCash,USA,Phoenix,North America,9721.92
3681,5754,2,2025-12-14,2025-12-21,Express,Delivered,Bank Transfer,India,Bangalore,APAC,3886.93
3682,7505,10,2024-09-05,2024-09-08,Express,Delivered,PayPal,Canada,Edmonton,North America,2373.94
3683,4147,11,2023-03-16,2023-03-22,Economy,Cancelled,PayPal,USA,Austin,North America,13929.38
3684,3941,6,2025-04-10,2025-04-14,Express,Delivered,Credit Card,India,Pune,APAC,1835.9
3685,6316,5,2026-04-03,2026-04-05,Express,Delivered,GCash,India,Chennai,APAC,5553.5
3686,6912,5,2025-01-10,2025-01-19,Economy,Delivered,Credit Card,India,Chennai,APAC,403.92
3687,1144,4,2023-06-04,2023-06-12,Express,Delivered,Bank Transfer,Philippines,Taguig,APAC,263.5
3688,4474,13,2025-04-20,2025-04-23,Economy,Delivered,Credit Card,USA,Houston,North America,175.76
3689,2864,8,2023-09-27,2023-10-06,Standard,Delivered,Buy Now Pay Later,USA,Chicago,North America,30584.13
3690,7363,5,2024-10-20,2024-10-27,Express,Delivered,GCash,Philippines,Cebu,APAC,4108.55
3691,5493,4,2023-12-27,2024-01-05,Economy,Shipped,Credit Card,Philippines,Davao,APAC,6554.71
3692,473,1,2025-02-05,2025-02-15,Standard,Shipped,PayPal,India,Pune,APAC,7455.99
3693,5277,4,2026-01-27,2026-02-02,Standard,Delivered,PayPal,Australia,Hobart,APAC,20155.98
3694,158,3,2026-01-08,2026-01-15,Express,Delivered,Bank Transfer,India,Ahmedabad,APAC,1449.1
3695,3959,4,2024-06-17,2024-06-21,Express,Delivered,Credit Card,Philippines,Manila,APAC,18047.68
3696,2157,19,2024-07-18,2024-07-21,Economy,Delivered,Credit Card,UK,Leeds,Europe,19074.32
3697,3976,10,2023-08-16,2023-08-26,Express,Delivered,Credit Card,USA,Dallas,North America,1102.71
3698,33,6,2024-02-26,2024-03-05,Standard,Delivered,Debit Card,Philippines,Pasig,APAC,108.99
3699,6599,6,2023-02-08,2023-02-14,Standard,Delivered,PayPal,India,Ahmedabad,APAC,4337.72
3700,4455,6,2023-05-30,2023-06-03,Same Day,Delivered,Credit Card,India,Kolkata,APAC,4965.42
3701,6733,12,2025-09-02,2025-09-12,Standard,Delivered,Debit Card,Canada,Vancouver,North America,4787.5
3702,7763,13,2024-07-26,2024-07-29,Express,Delivered,Credit Card,USA,Houston,North America,14652.88
3703,3859,18,2023-11-13,2023-11-21,Standard,Processing,Credit Card,UK,London,Europe,12242.72
3704,4311,19,2023-02-02,2023-02-10,Economy,Processing,PayPal,UK,Manchester,Europe,12832.85
3705,593,2,2025-06-26,2025-06-30,Economy,Delivered,Bank Transfer,Philippines,Manila,APAC,500.45
3706,5327,9,2025-02-02,2025-02-05,Express,Shipped,Debit Card,USA,Los Angeles,North America,2324.34
3707,6257,2,2025-06-24,2025-06-29,Standard,Delivered,Bank Transfer,Australia,Perth,APAC,387.64
3708,4808,4,2025-07-16,2025-07-23,Standard,Delivered,GCash,Australia,Gold Coast,APAC,155.12
3709,1402,18,2023-05-01,2023-05-09,Standard,Shipped,GCash,UK,Birmingham,Europe,1308.83
3710,6207,11,2025-05-27,2025-06-03,Economy,Delivered,Credit Card,USA,Dallas,North America,9242.45
3711,7244,8,2024-01-22,2024-01-23,Economy,Delivered,PayPal,Canada,Ottawa,North America,1528.48
3712,5418,9,2024-01-01,2024-01-06,Express,Delivered,Bank Transfer,USA,Chicago,North America,60.98
3713,5036,13,2024-01-05,2024-01-13,Standard,Delivered,Credit Card,USA,Austin,North America,7148.91
3714,6609,16,2025-12-27,2025-12-31,Standard,Delivered,Credit Card,UK,Glasgow,Europe,518.4
3715,5712,10,2024-06-16,2024-06-19,Standard,Delivered,Credit Card,USA,Phoenix,North America,1180.65
3716,5891,10,2025-09-16,2025-09-17,Same Day,Returned,GCash,USA,New York,North America,2863.78
3717,1510,13,2026-04-04,2026-04-12,Standard,Shipped,PayPal,USA,Dallas,North America,55.87
3718,2811,3,2023-03-05,2023-03-13,Express,Processing,Credit Card,India,Delhi,APAC,8171.47
3719,7338,11,2024-01-18,2024-01-24,Standard,Processing,PayPal,Canada,Montreal,North America,3713.69
3720,6383,13,2023-06-08,2023-06-11,Economy,Shipped,Credit Card,Canada,Calgary,North America,2045.3
3721,3873,7,2023-12-20,2023-12-29,Economy,Delivered,Credit Card,India,Delhi,APAC,1065.31
3722,4905,13,2026-02-23,2026-03-04,Standard,Delivered,Bank Transfer,Canada,Edmonton,North America,1596.05
3723,6045,3,2023-04-28,2023-05-02,Standard,Delivered,Bank Transfer,Philippines,Pasig,APAC,10788.56
3724,6771,3,2023-11-27,2023-11-29,Economy,Returned,Debit Card,Philippines,Quezon City,APAC,12078.45
3725,2467,12,2025-09-27,2025-10-01,Standard,Delivered,Credit Card,USA,Chicago,North America,3629.57
3726,467,1,2024-07-03,2024-07-04,Same Day,Cancelled,GCash,India,Delhi,APAC,189.3
3727,691,20,2025-08-12,2025-08-20,Economy,Delivered,Credit Card,UK,Leeds,Europe,616.26
3728,6558,2,2026-04-25,2026-04-27,Economy,Cancelled,Credit Card,Philippines,Caloocan,APAC,6113.3
3729,4572,12,2025-10-03,2025-10-06,Standard,Delivered,Bank Transfer,USA,Houston,North America,882.25
3730,1347,19,2023-01-03,2023-01-06,Standard,Delivered,Credit Card,UK,Bristol,Europe,10354.2
3731,7580,16,2024-01-20,2024-01-21,Standard,Delivered,GCash,UK,Liverpool,Europe,19987.77
3732,6922,5,2025-05-20,2025-05-30,Same Day,Delivered,Bank Transfer,Philippines,Davao,APAC,362.25
3733,586,7,2024-06-05,2024-06-07,Standard,Delivered,Buy Now Pay Later,Australia,Adelaide,APAC,7382.8
3734,5062,16,2024-04-16,2024-04-24,Standard,Delivered,PayPal,UK,Liverpool,Europe,3145.53
3735,2888,3,2026-04-18,2026-04-21,Economy,Delivered,GCash,Australia,Hobart,APAC,3355.96
3736,2692,2,2025-09-22,2025-09-30,Express,Delivered,Credit Card,Philippines,Makati,APAC,5137.9
3737,2474,10,2024-04-26,2024-04-29,Express,Delivered,Credit Card,USA,Los Angeles,North America,6455.82
3738,6631,5,2023-02-01,2023-02-03,Standard,Delivered,GCash,India,Mumbai,APAC,1330.65
3739,4281,12,2026-04-14,2026-04-20,Standard,Processing,Credit Card,USA,New York,North America,406.23
3740,1044,8,2025-05-23,2025-05-30,Express,Delivered,Buy Now Pay Later,Canada,Winnipeg,North America,664.24
3741,4417,18,2023-10-17,2023-10-21,Express,Delivered,Credit Card,UK,Bristol,Europe,154.52
3742,6812,4,2025-02-01,2025-02-09,Express,Shipped,Credit Card,India,Kolkata,APAC,379.86
3743,5008,4,2025-10-17,2025-10-24,Express,Delivered,Bank Transfer,India,Ahmedabad,APAC,18443.3
3744,1434,6,2026-03-22,2026-03-24,Standard,Cancelled,Credit Card,Australia,Sydney,APAC,526.0
3745,967,12,2024-02-14,2024-02-15,Standard,Delivered,Bank Transfer,Canada,Quebec City,North America,9632.29
3746,2861,11,2026-04-10,2026-04-18,Standard,Delivered,GCash,USA,Chicago,North America,2130.47
3747,1168,3,2023-11-21,2023-11-30,Standard,Returned,Credit Card,India,Chennai,APAC,883.36
3748,2659,3,2024-03-23,2024-03-26,Express,Delivered,Bank Transfer,Philippines,Taguig,APAC,3924.25
